timestamp,erraticism
192685286260000,0.966943
192760000011000,0.924878
192760636614000,0.876287
192761272871000,0.827673
192761909656000,0.779435
192762505967000,0.729602
192768569565000,0.8356
192769256065000,0.91575
192769927826000,0.927171
192770569451000,0.87145
192771190415000,0.81606
192771906999000,0.760126
192774007367000,0.862212
192778952938000,0.831169
192779349048000,0.747656
192779821172000,0.680782
192782792043000,0.628213
192783423630000,0.581462
192784064852000,0.555274
192784676070000,0.553572
192785332636000,0.568484
192785989089000,0.595047
192786631249000,0.650953
192787522286000,0.740585
192793671774000,0.787932
192794458351000,0.827629
192795100063000,0.86267
192795812499000,0.882226
192796488341000,0.871193
192797134190000,0.826822
192805659824000,0.773993
192806380155000,0.715213
192807047094000,0.665681
192807778817000,0.621142
192809177139000,0.601116
192809843090000,0.557729
192812014227000,0.555612
192821586216000,0.553003
192891404137000,0.630211
192899517903000,0.694003
192900139402000,0.73409
192901543547000,0.802886
192902259496000,0.836999
192902915290000,0.828232
192905586782000,0.762579
192906232759000,0.702267
192906909670000,0.658498
192908749265000,0.606612
192909379744000,0.558386
192910011821000,0.51513
192911340903000,0.525725
192912016591000,0.5265
192914337694000,0.607624
192915008881000,0.676847
192915634542000,0.738644
192916236072000,0.789657
192916882366000,0.811867
192924500713000,0.786823
192925131139000,0.749607
192925818018000,0.705497
192926484496000,0.662952
192927162021000,0.622905
192928648984000,0.592093
192991152031000,0.555636
193003971577000,0.633051
193049158929000,0.745423
193165071930000,0.855822
193170213705000,0.799896
193265088947000,0.744416
193819226744000,0.69204
193833063785000,0.696822
193833669812000,0.714072
193834361370000,0.728229
193835058044000,0.703639
193835705306000,0.659094
193836351501000,0.613951
193836962186000,0.576409
193876403172000,0.534072
193877074733000,0.494112
193877751708000,0.488666
193878422767000,0.507289
193879044159000,0.552398
193879685842000,0.606898
193880268058000,0.670537
193880833857000,0.728949
193881389726000,0.720337
193881971164000,0.787143
193882552092000,0.814722
193883153882000,0.797669
193884637123000,0.728021
193885198634000,0.833735
193885975005000,0.929777
193886633113000,0.894933
193887248784000,1
193887844466000,0.92447
193888395888000,0.821081
193888826785000,0.919691
193889553564000,0.84557
193890280865000,0.781536
193890961610000,0.713551
193891597948000,0.765505
193892204519000,0.782378
193892751121000,0.749794
193893353398000,0.70941
193893948728000,0.66262
193894459394000,0.620349
193894966016000,0.5943
193895567248000,0.5598
193896158883000,0.520275
193896710925000,0.483032
193897296278000,0.441789
193897857444000,0.403193
193898428949000,0.366814
193899010277000,0.333219
193899582689000,0.302449
193900153375000,0.272243
193900713952000,0.246376
193901280436000,0.222608
193901846841000,0.202745
193902418029000,0.184576
193903000324000,0.169049
193903591015000,0.153984
193904176654000,0.139561
193904753406000,0.125283
193905314937000,0.113216
193905897478000,0.101066
193906453063000,0.0905597
193907018695000,0.079702
193907574601000,0.0708261
193908126447000,0.0664138
193908692765000,0.0679901
193909285028000,0.0660875
193909855562000,0.0636281
193910436312000,0.0597578
193911007905000,0.0576478
193911563913000,0.0566526
193912140438000,0.0531689
193912702624000,0.0530166
193913298196000,0.0515389
193913884440000,0.0509254
193914481025000,0.0469257
193915062072000,0.0438242
193915649391000,0.0393357
193916225291000,0.0363092
193916806039000,0.0336673
193917397466000,0.0307861
193917974016000,0.0281437
193918555058000,0.025989
193919132556000,0.0255643
193919727751000,0.0232722
193920304227000,0.0224748
193920890585000,0.0202026
193921467167000,0.0187503
193922044688000,0.0161981
193922620055000,0.0148816
193923190554000,0.0137717
193923772309000,0.0137216
193924353449000,0.0132237
193924940027000,0.0138043
193925532163000,0.0126536
193926112826000,0.0111335
193926693752000,0.00876023
193927255332000,0.00713698
193927836649000,0.0035521
193928383968000,0.00183138
193928949829000,0.000231847
193929515335000,0
193930081918000,0.00128039
193930648155000,0.190953
193931234344000,0.173229
193931816603000,0.15593
193932387372000,0.140267
193932962858000,0.125776
193933534881000,0.114807
193934120972000,0.104319
193934678567000,0.281861
193935274468000,0.257189
193935855029000,0.232719
193936416329000,0.209345
193936982790000,0.188132
193937543627000,0.17065
193938121398000,0.153015
193938691891000,0.138121
193939257631000,0.12474
193939839300000,0.11411
193940415419000,0.106336
193941583800000,0.101173
193942154612000,0.0959376
193942735853000,0.0886613
193943312374000,0.0812463
193943893626000,0.073623
193944466231000,0.0663085
193945046667000,0.0580372
193945602259000,0.0522863
193946178896000,0.0449091
193946735475000,0.0405362
193947301540000,0.0381976
193947878593000,0.0377024
193948464406000,0.0349189
193949029677000,0.220733
193949622135000,0.199879
193950198237000,0.181206
193950775150000,0.163773
193951351270000,0.147801
193951911484000,0.137163
193952493307000,0.125524
193953059988000,0.117659
193953656145000,0.106787
193954238171000,0.096288
193954808929000,0.0862667
193955384678000,0.0791233
193955961424000,0.0732167
193956552813000,0.0670858
193957130054000,0.0640423
193957741091000,0.0591548
193958336682000,0.0577556
193958993364000,0.0666899
193959634742000,0.0951135
193960236182000,0.125217
193960833282000,0.151527
193961393959000,0.178495
193961990237000,0.201243
193962556346000,0.222433
193963152777000,0.238355
193963735153000,0.252909
193964330860000,0.262495
193964911446000,0.27029
193965508296000,0.27102
193966089758000,0.270283
193966666144000,0.266263
193967247748000,0.25709
193967823309000,0.242573
193968405083000,0.223408
193968976363000,0.205051
193969562407000,0.18614
193970139838000,0.169215
193970710525000,0.153337
193971280944000,0.139713
193971847936000,0.127228
193972419225000,0.116661
193973000588000,0.106393
193973577607000,0.0973477
193974153101000,0.0888019
193974734428000,0.0817216
193975320300000,0.0744384
193975897121000,0.0684897
193976489663000,0.061161
193977060050000,0.0556263
193977641125000,0.0495381
193978212455000,0.045563
193978803802000,0.0398915
193979947086000,0.0368917
193980512900000,0.036635
193981103577000,0.0330609
193981675390000,0.0296315
193982246629000,0.0257784
193982819255000,0.0219025
193983374849000,0.0229228
193983960526000,0.0210426
193984521950000,0.208078
193985113159000,0.187995
193986256804000,0.169806
193986837564000,0.152748
193987408060000,0.138488
193987989669000,0.123524
193988556242000,0.11106
193989123477000,0.0991782
193989689492000,0.0890033
193990254938000,0.0799743
193990826394000,0.0727958
193991407547000,0.0647337
193991974096000,0.0573564
193992541375000,0.0504817
193993102017000,0.0459284
193993682615000,0.0403445
193994249402000,0.0367921
193994835619000,0.0315937
193995969048000,0.0287539
193996529568000,0.215847
193997110313000,0.19618
193997677157000,0.177746
193998248378000,0.160704
193998831201000,0.14401
193999386674000,0.133518
193999977260000,0.122199
194000548844000,0.113764
194001140032000,0.102699
194001711528000,0.093763
194002288594000,0.0839834
194002864287000,0.075706
194003435029000,0.0688694
194004022097000,0.0614844
194004593048000,0.0564841
194005180454000,0.049234
194005746255000,0.0450421
194006317029000,0.041365
194006898121000,0.0389583
194007484624000,0.0344475
194008055795000,0.0315267
194008633338000,0.0271648
194009193810000,0.024065
194009759470000,0.0213184
194010325955000,0.0195797
194010907491000,0.016975
194011479095000,0.015635
194012070867000,0.01219
194012631548000,0.0112567
194013212692000,0.00837469
194013779167000,0.0067846
194014345238000,0.0075725
194014918034000,0.010703
194015508539000,0.010464
194016084115000,0.0109241
